Date,Price,Open,High,Low,Vol.,Change %
2000-06-18,1464.5,1478.7,1481.0,1460.3,,-0.96%
2000-06-19,1486.0,1464.5,1489.0,1459.0,,1.47%
2000-06-20,1476.0,1486.0,1487.2,1470.2,,-0.67%
2000-06-21,1479.1,1476.0,1482.2,1468.5,,0.21%
2000-06-22,1452.2,1479.1,1479.1,1448.1,,-1.82%
2000-06-23,1441.5,1452.2,1459.8,1438.3,,-0.74%
2000-06-24,1441.5,1452.2,1459.8,1438.3,,-0.74%
2000-06-25,1441.5,1452.2,1459.8,1438.3,,-0.74%
2000-06-26,1455.3,1441.5,1462.3,1441.5,,0.96%
2000-06-27,1450.5,1455.3,1463.3,1450.5,,-0.33%
2000-06-28,1454.8,1450.5,1467.6,1450.5,,0.30%
2000-06-29,1442.4,1454.8,1455.2,1434.6,,-0.85%
2000-06-30,1454.6,1442.4,1454.7,1438.8,,0.85%
2000-07-01,1454.6,1442.4,1454.7,1438.8,,0.85%
2000-07-02,1454.6,1442.4,1454.7,1438.8,,0.85%
2000-07-03,1469.5,1454.6,1469.8,1450.8,,1.02%
2000-07-04,1469.5,1454.6,1469.8,1450.8,,1.02%
2000-07-05,1446.2,1469.5,1469.5,1442.5,,-1.59%
2000-07-06,1456.7,1446.2,1461.7,1439.6,,0.73%
2000-07-07,1478.9,1456.7,1485.2,1456.7,,1.52%
2000-07-08,1478.9,1456.7,1485.2,1456.7,,1.52%
2000-07-09,1478.9,1456.7,1485.2,1456.7,,1.52%
2000-07-10,1475.6,1478.9,1486.5,1474.7,,-0.22%
2000-07-11,1480.9,1475.6,1488.9,1470.5,,0.36%
2000-07-12,1492.9,1480.9,1497.5,1480.9,,0.81%
2000-07-13,1495.8,1492.9,1501.4,1489.7,,0.19%
2000-07-14,1510.0,1495.8,1510.0,1494.7,,0.95%
2000-07-15,1510.0,1495.8,1510.0,1494.7,,0.95%
2000-07-16,1510.0,1495.8,1510.0,1494.7,,0.95%
2000-07-17,1510.5,1510.0,1517.2,1505.3,,0.03%
2000-07-18,1493.7,1510.5,1510.5,1491.4,,-1.11%
2000-07-19,1482.0,1493.7,1495.5,1479.8,,-0.78%
2000-07-20,1495.6,1482.0,1501.9,1482.0,,0.92%
2000-07-21,1480.2,1495.6,1495.6,1478.0,,-1.03%
2000-07-22,1480.2,1495.6,1495.6,1478.0,,-1.03%
2000-07-23,1480.2,1495.6,1495.6,1478.0,,-1.03%
2000-07-24,1464.3,1480.2,1485.8,1463.8,,-1.07%
2000-07-25,1474.5,1464.3,1476.3,1464.3,,0.70%
2000-07-26,1452.4,1474.5,1474.5,1452.4,,-1.50%
2000-07-27,1449.6,1452.4,1464.8,1445.3,,-0.19%
2000-07-28,1419.9,1449.6,1456.3,1414.2,,-2.05%
2000-07-29,1419.9,1449.6,1456.3,1414.2,,-2.05%
2000-07-30,1419.9,1449.6,1456.3,1414.2,,-2.05%
2000-07-31,1430.8,1419.9,1437.6,1418.3,,0.77%
2000-08-01,1438.1,1430.8,1443.5,1428.8,,0.51%
2000-08-02,1438.7,1438.1,1451.6,1433.5,,0.04%
2000-08-03,1452.6,1438.7,1454.3,1426.0,,0.97%
2000-08-04,1462.9,1452.6,1462.9,1451.5,,0.71%
2000-08-05,1462.9,1452.6,1462.9,1451.5,,0.71%
2000-08-06,1462.9,1452.6,1462.9,1451.5,,0.71%
2000-08-07,1479.3,1462.9,1480.9,1460.8,,1.12%
2000-08-08,1482.8,1479.3,1484.5,1472.6,,0.24%
2000-08-09,1472.9,1482.8,1490.3,1471.2,,-0.67%
2000-08-10,1460.2,1472.9,1475.2,1459.9,,-0.86%
2000-08-11,1471.8,1460.2,1475.6,1452.9,,0.79%
2000-08-12,1471.8,1460.2,1475.6,1452.9,,0.79%
2000-08-13,1471.8,1460.2,1475.6,1452.9,,0.79%
2000-08-14,1491.6,1471.8,1491.6,1468.6,,1.35%
2000-08-15,1484.4,1491.6,1493.0,1482.8,,-0.48%
2000-08-16,1479.8,1484.4,1494.7,1475.8,,-0.31%
2000-08-17,1496.1,1479.8,1499.5,1479.8,,1.10%
2000-08-18,1491.7,1496.1,1499.5,1488.9,,-0.29%
2000-08-19,1491.7,1496.1,1499.5,1488.9,,-0.29%
2000-08-20,1491.7,1496.1,1499.5,1488.9,,-0.29%
2000-08-21,1499.5,1491.7,1503.0,1491.1,,0.52%
2000-08-22,1498.1,1499.5,1508.2,1497.6,,-0.09%
2000-08-23,1506.0,1498.1,1507.3,1489.4,,0.53%
2000-08-24,1508.3,1506.0,1511.2,1501.3,,0.15%
2000-08-25,1506.5,1508.3,1513.4,1505.2,,-0.12%
2000-08-26,1506.5,1508.3,1513.4,1505.2,,-0.12%
2000-08-27,1506.5,1508.3,1513.4,1505.2,,-0.12%
2000-08-28,1514.1,1507.0,1523.9,1506.5,,0.50%
2000-08-29,1509.8,1514.1,1514.8,1505.5,,-0.28%
2000-08-30,1502.6,1509.8,1510.4,1500.1,,-0.48%
2000-08-31,1517.7,1502.6,1525.3,1502.6,,1.00%
2000-09-01,1520.8,1517.7,1530.0,1515.6,,0.20%
2000-09-02,1520.8,1517.7,1530.0,1515.6,,0.20%
2000-09-03,1520.8,1517.7,1530.0,1515.6,,0.20%
2000-09-04,1520.8,1517.7,1530.0,1515.6,,0.20%
2000-09-05,1507.1,1520.8,1520.8,1504.2,,-0.90%
2000-09-06,1492.2,1507.1,1512.4,1492.2,,-0.99%
2000-09-07,1502.5,1492.2,1505.2,1492.2,,0.69%
2000-09-08,1494.5,1502.5,1502.5,1489.9,,-0.53%
2000-09-09,1494.5,1502.5,1502.5,1489.9,,-0.53%
2000-09-10,1494.5,1502.5,1502.5,1489.9,,-0.53%
2000-09-11,1489.3,1494.5,1506.6,1483.0,,-0.35%
2000-09-12,1482.0,1489.3,1496.6,1479.9,,-0.49%
2000-09-13,1484.9,1482.0,1487.4,1474.0,,0.20%
2000-09-14,1480.9,1484.9,1494.3,1476.8,,-0.27%
2000-09-15,1465.8,1480.9,1481.0,1460.2,,-1.02%
2000-09-16,1465.8,1480.9,1481.0,1460.2,,-1.02%
2000-09-17,1465.8,1480.9,1481.0,1460.2,,-1.02%
2000-09-18,1444.5,1465.8,1467.9,1441.8,,-1.45%
2000-09-19,1459.9,1444.5,1461.0,1444.5,,1.07%
2000-09-20,1451.3,1459.9,1460.7,1431.0,,-0.59%
2000-09-21,1449.0,1451.3,1452.9,1436.2,,-0.16%
2000-09-22,1448.7,1449.0,1449.4,1421.9,,-0.02%
2000-09-23,1448.7,1449.0,1449.4,1421.9,,-0.02%
2000-09-24,1448.7,1449.0,1449.4,1421.9,,-0.02%
2000-09-25,1439.0,1448.7,1457.4,1436.1,,-0.67%
2000-09-26,1427.2,1439.0,1447.7,1425.3,,-0.82%
2000-09-27,1426.6,1427.2,1436.7,1419.5,,-0.04%
2000-09-28,1458.3,1426.6,1461.7,1425.8,,2.22%
2000-09-29,1436.5,1458.3,1458.3,1436.5,,-1.49%
2000-09-30,1436.5,1458.3,1458.3,1436.5,,-1.49%
2000-10-01,1436.5,1458.3,1458.3,1436.5,,-1.49%
2000-10-02,1436.2,1436.5,1445.5,1429.8,,-0.02%
2000-10-03,1426.5,1436.2,1454.8,1425.3,,-0.68%
2000-10-04,1434.3,1426.5,1440.0,1416.3,,0.55%
2000-10-05,1436.3,1434.3,1444.2,1431.8,,0.14%
2000-10-06,1409.0,1436.3,1443.3,1397.1,,-1.90%
2000-10-07,1409.0,1436.3,1443.3,1397.1,,-1.90%
2000-10-08,1409.0,1436.3,1443.3,1397.1,,-1.90%
2000-10-09,1402.0,1409.0,1409.7,1392.5,,-0.50%
2000-10-10,1387.0,1402.0,1408.8,1383.8,,-1.07%
2000-10-11,1364.6,1387.0,1387.0,1349.7,,-1.61%
2000-10-12,1329.8,1364.6,1374.9,1328.1,,-2.55%
2000-10-13,1374.2,1329.8,1374.2,1326.8,,3.34%
2000-10-14,1374.2,1329.8,1374.2,1326.8,,3.34%
2000-10-15,1374.2,1329.8,1374.2,1326.8,,3.34%
2000-10-16,1374.6,1374.2,1379.5,1365.1,,0.03%
2000-10-17,1350.0,1374.6,1381.0,1342.3,,-1.79%
2000-10-18,1342.1,1350.0,1356.7,1305.8,,-0.59%
2000-10-19,1388.8,1342.1,1389.9,1342.1,,3.48%
2000-10-20,1396.9,1388.8,1408.5,1382.2,,0.58%
2000-10-21,1396.9,1388.8,1408.5,1382.2,,0.58%
2000-10-22,1396.9,1388.8,1408.5,1382.2,,0.58%
2000-10-23,1395.8,1396.9,1407.0,1387.8,,-0.08%
2000-10-24,1398.1,1395.8,1415.6,1388.1,,0.16%
2000-10-25,1364.9,1398.1,1398.1,1362.2,,-2.37%
2000-10-26,1364.4,1364.9,1372.7,1337.8,,-0.04%
2000-10-27,1379.6,1364.4,1384.6,1364.1,,1.11%
2000-10-28,1379.6,1364.4,1384.6,1364.1,,1.11%
2000-10-29,1379.6,1364.4,1384.6,1364.1,,1.11%
2000-10-30,1398.7,1379.6,1406.4,1376.9,,1.38%
2000-10-31,1429.4,1398.7,1432.2,1398.7,,2.19%
2000-11-01,1421.2,1429.4,1429.6,1410.5,,-0.57%
2000-11-02,1428.3,1421.2,1433.3,1421.1,,0.50%
2000-11-03,1426.7,1428.3,1433.2,1420.9,,-0.11%
2000-11-04,1426.7,1428.3,1433.2,1420.9,,-0.11%
2000-11-05,1426.7,1428.3,1433.2,1420.9,,-0.11%
2000-11-06,1432.2,1428.8,1438.5,1427.7,,0.39%
2000-11-07,1431.9,1432.2,1436.2,1423.3,,-0.02%
2000-11-08,1409.3,1431.9,1437.3,1408.8,,-1.58%
2000-11-09,1400.1,1409.3,1409.3,1369.7,,-0.65%
2000-11-10,1366.0,1400.1,1400.1,1366.0,,-2.44%
2000-11-11,1366.0,1400.1,1400.1,1366.0,,-2.44%
2000-11-12,1366.0,1400.1,1400.1,1366.0,,-2.44%
2000-11-13,1351.3,1366.0,1366.0,1328.6,,-1.08%
2000-11-14,1383.0,1351.3,1390.1,1351.3,,2.35%
2000-11-15,1389.8,1383.0,1396.0,1374.8,,0.49%
2000-11-16,1372.3,1389.8,1394.7,1370.4,,-1.26%
2000-11-17,1367.7,1372.3,1384.8,1355.5,,-0.34%
2000-11-18,1367.7,1372.3,1384.8,1355.5,,-0.34%
2000-11-19,1367.7,1372.3,1384.8,1355.5,,-0.34%
2000-11-20,1342.6,1367.7,1367.7,1341.7,,-1.84%
2000-11-21,1347.3,1342.6,1355.9,1333.6,,0.35%
2000-11-22,1322.4,1347.3,1347.3,1321.9,,-1.85%
2000-11-23,1322.4,1347.3,1347.3,1321.9,,-1.85%
2000-11-24,1341.8,1322.4,1343.8,1322.4,,1.47%
2000-11-25,1341.8,1322.4,1343.8,1322.4,,1.47%
2000-11-26,1341.8,1322.4,1343.8,1322.4,,1.47%
2000-11-27,1349.0,1341.8,1362.5,1341.8,,0.54%
2000-11-28,1336.1,1349.0,1358.8,1335.0,,-0.96%
2000-11-29,1341.9,1336.1,1352.4,1329.3,,0.43%
2000-11-30,1315.0,1341.9,1341.9,1294.9,,-2.00%
2000-12-01,1315.2,1315.0,1334.7,1307.0,,0.02%
2000-12-02,1315.2,1315.0,1334.7,1307.0,,0.02%
2000-12-03,1315.2,1315.0,1334.7,1307.0,,0.02%
2000-12-04,1325.0,1315.2,1332.1,1310.2,,0.75%
2000-12-05,1376.5,1325.0,1376.6,1325.0,,3.89%
2000-12-06,1351.5,1376.5,1376.5,1346.2,,-1.82%
2000-12-07,1343.5,1351.5,1353.5,1339.3,,-0.59%
2000-12-08,1369.9,1343.5,1380.3,1343.5,,1.97%
2000-12-09,1369.9,1343.5,1380.3,1343.5,,1.97%
2000-12-10,1369.9,1343.5,1380.3,1343.5,,1.97%
2000-12-11,1380.2,1369.9,1389.0,1364.1,,0.75%
2000-12-12,1371.2,1380.2,1380.3,1370.3,,-0.65%
2000-12-13,1360.0,1371.2,1385.8,1358.5,,-0.82%
2000-12-14,1340.9,1360.0,1360.0,1340.5,,-1.40%
2000-12-15,1312.2,1340.9,1340.9,1305.4,,-2.14%
2000-12-16,1312.2,1340.9,1340.9,1305.4,,-2.14%
2000-12-17,1312.2,1340.9,1340.9,1305.4,,-2.14%
2000-12-18,1322.7,1312.2,1332.3,1312.2,,0.80%
2000-12-19,1305.6,1323.0,1346.4,1305.2,,-1.29%
2000-12-20,1264.7,1305.6,1305.6,1261.2,,-3.13%
2000-12-21,1274.9,1264.7,1285.3,1254.1,,0.81%
2000-12-22,1306.0,1274.9,1306.0,1274.9,,2.44%
2000-12-23,1306.0,1274.9,1306.0,1274.9,,2.44%
2000-12-24,1306.0,1274.9,1306.0,1274.9,,2.44%
2000-12-25,1306.0,1274.9,1306.0,1274.9,,2.44%
2000-12-26,1315.2,1306.0,1315.9,1301.6,,0.70%
2000-12-27,1328.9,1315.2,1332.0,1311.0,,1.04%
2000-12-28,1334.2,1328.9,1335.9,1325.8,,0.40%
2000-12-29,1320.3,1334.2,1340.1,1317.5,,-1.04%
2000-12-30,1320.3,1334.2,1340.1,1317.5,,-1.04%
2000-12-31,1320.3,1334.2,1340.1,1317.5,,-1.04%
2001-01-01,1320.3,1334.2,1340.1,1317.5,,-1.04%
2001-01-02,1283.3,1320.3,1320.3,1276.0,,-2.80%
2001-01-03,1347.6,1283.3,1347.8,1274.6,,5.01%
2001-01-04,1333.3,1347.6,1350.2,1329.1,,-1.06%
2001-01-05,1298.3,1333.3,1334.8,1295.0,,-2.63%
2001-01-06,1298.3,1333.3,1334.8,1295.0,,-2.63%
2001-01-07,1298.3,1333.3,1334.8,1295.0,,-2.63%
2001-01-08,1295.9,1298.3,1298.3,1276.3,,-0.18%
2001-01-09,1300.8,1295.9,1311.7,1295.1,,0.38%
2001-01-10,1313.3,1300.8,1313.8,1287.3,,0.96%
2001-01-11,1326.8,1313.3,1332.2,1309.7,,1.03%
2001-01-12,1318.3,1326.8,1333.2,1311.6,,-0.64%
2001-01-13,1318.3,1326.8,1333.2,1311.6,,-0.64%
2001-01-14,1318.3,1326.8,1333.2,1311.6,,-0.64%
2001-01-15,1318.3,1326.8,1333.2,1311.6,,-0.64%
2001-01-16,1326.7,1318.3,1327.8,1313.3,,0.64%
2001-01-17,1329.5,1326.7,1346.9,1325.4,,0.21%
2001-01-18,1348.0,1329.9,1352.7,1327.4,,1.39%
2001-01-19,1342.5,1348.0,1354.5,1336.7,,-0.41%
2001-01-20,1342.5,1348.0,1354.5,1336.7,,-0.41%
2001-01-21,1342.5,1348.0,1354.5,1336.7,,-0.41%
2001-01-22,1342.9,1342.5,1353.6,1333.8,,0.03%
2001-01-23,1360.4,1342.9,1362.9,1339.6,,1.30%
2001-01-24,1364.3,1360.4,1369.8,1357.3,,0.29%
2001-01-25,1357.5,1364.3,1367.3,1354.6,,-0.50%
2001-01-26,1355.0,1357.5,1357.5,1342.8,,-0.18%
2001-01-27,1355.0,1357.5,1357.5,1342.8,,-0.18%
2001-01-28,1355.0,1357.5,1357.5,1342.8,,-0.18%
2001-01-29,1364.2,1354.9,1365.5,1350.4,,0.68%
2001-01-30,1373.7,1364.2,1375.7,1356.2,,0.70%
2001-01-31,1366.0,1373.7,1383.4,1364.7,,-0.56%
2001-02-01,1373.5,1366.0,1373.5,1359.3,,0.55%
2001-02-02,1349.5,1373.5,1376.4,1348.7,,-1.75%
2001-02-03,1349.5,1373.5,1376.4,1348.7,,-1.75%
2001-02-04,1349.5,1373.5,1376.4,1348.7,,-1.75%
2001-02-05,1354.3,1349.5,1354.6,1344.5,,0.36%
2001-02-06,1352.3,1354.3,1363.5,1350.0,,-0.15%
2001-02-07,1340.9,1352.3,1352.3,1334.3,,-0.84%
2001-02-08,1332.5,1341.1,1350.3,1332.4,,-0.63%
2001-02-09,1314.8,1332.5,1332.5,1310.0,,-1.33%
2001-02-10,1314.8,1332.5,1332.5,1310.0,,-1.33%
2001-02-11,1314.8,1332.5,1332.5,1310.0,,-1.33%
2001-02-12,1330.3,1314.8,1331.0,1313.6,,1.18%
2001-02-13,1318.8,1330.3,1336.6,1317.5,,-0.86%
2001-02-14,1315.9,1318.8,1320.7,1304.7,,-0.22%
2001-02-15,1326.6,1315.9,1331.3,1315.9,,0.81%
2001-02-16,1301.5,1326.6,1326.6,1293.2,,-1.89%
2001-02-17,1301.5,1326.6,1326.6,1293.2,,-1.89%
2001-02-18,1301.5,1326.6,1326.6,1293.2,,-1.89%
2001-02-19,1301.5,1326.6,1326.6,1293.2,,-1.89%
2001-02-20,1278.9,1301.5,1307.2,1278.4,,-1.74%
