Date,Date,Open,High,Low,Close
2010-05-13,2010-05-13 17:05:00,1157.43,1157.44,1157.43,1157.44
2010-05-14,2010-05-14 17:06:00,1135.68,1135.68,1135.68,1135.68
2010-05-17,2010-05-17 17:05:00,1136.95,1136.95,1136.94,1136.94
2010-05-18,2010-05-18 17:09:00,1120.8,1120.8,1120.8,1120.8
2010-05-19,2010-05-19 17:09:00,1115.05,1115.05,1115.05,1115.05
2010-05-20,2010-05-20 17:04:00,1071.59,1071.59,1071.59,1071.59
2010-05-21,2010-05-21 17:04:00,1087.71,1087.71,1087.69,1087.69
2010-05-24,2010-05-24 17:05:00,1073.65,1073.65,1073.65,1073.65
2010-05-25,2010-05-25 17:05:00,1074.03,1074.03,1074.03,1074.03
2010-05-26,2010-05-26 17:07:00,1067.94,1067.95,1067.94,1067.95
2010-05-27,2010-05-27 17:06:00,1103.07,1103.07,1103.06,1103.06
2010-05-28,2010-05-28 17:08:00,1089.41,1089.41,1089.41,1089.41
2010-06-01,2010-06-01 17:07:00,1070.71,1070.71,1070.71,1070.71
2010-06-02,2010-06-02 17:04:00,1098.38,1098.38,1098.38,1098.38
2010-06-03,2010-06-03 17:08:00,1102.83,1102.83,1102.83,1102.83
2010-06-04,2010-06-04 17:06:00,1064.88,1064.88,1064.88,1064.88
2010-06-07,2010-06-07 17:07:00,1050.48,1050.48,1050.47,1050.47
2010-06-08,2010-06-08 17:03:00,1062.03,1062.04,1062.03,1062.04
2010-06-09,2010-06-09 17:09:00,1055.69,1055.69,1055.69,1055.69
2010-06-10,2010-06-10 17:06:00,1086.83,1086.83,1086.83,1086.83
2010-06-11,2010-06-11 17:04:00,1091.6,1091.6,1091.6,1091.6
2010-06-14,2010-06-14 17:04:00,1089.65,1089.65,1089.65,1089.65
2010-06-15,2010-06-15 17:04:00,1115.23,1115.23,1115.23,1115.23
2010-06-16,2010-06-16 17:05:00,1114.61,1114.61,1114.61,1114.61
2010-06-17,2010-06-17 17:07:00,1116.04,1116.04,1116.04,1116.04
2010-06-18,2010-06-18 17:07:00,1117.51,1117.51,1117.51,1117.51
2010-06-21,2010-06-21 17:05:00,1113.2,1113.2,1113.2,1113.2
2010-06-22,2010-06-22 17:05:00,1095.31,1095.31,1095.31,1095.31
2010-06-23,2010-06-23 17:04:00,1092.04,1092.04,1092.04,1092.04
2010-06-24,2010-06-24 17:03:00,1073.69,1073.69,1073.69,1073.69
2010-06-25,2010-06-25 17:10:00,1076.76,1076.76,1076.76,1076.76
2010-06-28,2010-06-28 17:04:00,1074.56,1074.57,1074.56,1074.57
2010-06-29,2010-06-29 17:08:00,1041.24,1041.24,1041.24,1041.24
2010-06-30,2010-06-30 17:06:00,1030.71,1030.71,1030.71,1030.71
2010-07-01,2010-07-01 17:10:00,1027.37,1027.37,1027.37,1027.37
2010-07-02,2010-07-02 17:05:00,1022.58,1022.58,1022.58,1022.58
2010-07-06,2010-07-06 17:04:00,1028.06,1028.06,1028.06,1028.06
2010-07-07,2010-07-07 17:05:00,1060.27,1060.27,1060.27,1060.27
2010-07-08,2010-07-08 17:06:00,1070.25,1070.25,1070.25,1070.25
2010-07-09,2010-07-09 17:26:00,1077.96,1077.96,1077.96,1077.96
2010-07-12,2010-07-12 17:00:00,1078.62,1078.86,1078.62,1078.86
2010-07-13,2010-07-13 17:00:00,1095.48,1095.48,1095.11,1095.11
2010-07-14,2010-07-14 17:04:00,1095.19,1095.19,1095.16,1095.17
2010-07-15,2010-07-15 17:06:00,1096.48,1096.48,1096.48,1096.48
2010-07-16,2010-07-16 17:07:00,1064.88,1064.88,1064.88,1064.88
2010-07-19,2010-07-19 17:04:00,1071.25,1071.25,1071.25,1071.25
2010-07-20,2010-07-20 17:06:00,1083.49,1083.49,1083.48,1083.48
2010-07-21,2010-07-21 17:04:00,1069.59,1069.59,1069.59,1069.59
2010-07-22,2010-07-22 17:06:00,1093.67,1093.67,1093.67,1093.67
2010-07-23,2010-07-23 17:05:00,1102.66,1102.66,1102.66,1102.66
2010-07-26,2010-07-26 17:06:00,1115.01,1115.01,1115.01,1115.01
2010-07-27,2010-07-27 17:05:00,1113.84,1113.84,1113.84,1113.84
2010-07-28,2010-07-28 17:11:00,1106.13,1106.13,1106.13,1106.13
2010-07-29,2010-07-29 17:05:00,1101.53,1101.53,1101.53,1101.53
2010-07-30,2010-07-30 17:07:00,1101.6,1101.6,1101.59,1101.6
2010-08-02,2010-08-02 17:04:00,1125.86,1125.86,1125.86,1125.86
2010-08-03,2010-08-03 17:06:00,1120.46,1120.46,1120.46,1120.46
2010-08-04,2010-08-04 17:06:00,1127.24,1127.24,1127.24,1127.24
2010-08-05,2010-08-05 17:09:00,1125.81,1125.81,1125.81,1125.81
2010-08-06,2010-08-06 17:07:00,1121.64,1121.64,1121.64,1121.64
2010-08-09,2010-08-09 17:07:00,1127.79,1127.79,1127.79,1127.79
2010-08-10,2010-08-10 17:08:00,1121.06,1121.06,1121.06,1121.06
2010-08-11,2010-08-11 17:09:00,1089.47,1089.47,1089.47,1089.47
2010-08-12,2010-08-12 17:08:00,1083.61,1083.61,1083.61,1083.61
2010-08-13,2010-08-13 17:06:00,1079.25,1079.25,1079.25,1079.25
2010-08-16,2010-08-16 17:07:00,1079.38,1079.38,1079.38,1079.38
2010-08-17,2010-08-17 17:05:00,1092.54,1092.54,1092.54,1092.54
2010-08-18,2010-08-18 17:04:00,1094.16,1094.16,1094.16,1094.16
2010-08-19,2010-08-19 17:06:00,1075.63,1075.63,1075.63,1075.63
2010-08-20,2010-08-20 17:05:00,1071.69,1071.69,1071.69,1071.69
2010-08-23,2010-08-23 17:05:00,1067.36,1067.36,1067.36,1067.36
2010-08-24,2010-08-24 17:06:00,1051.87,1051.87,1051.87,1051.87
2010-08-25,2010-08-25 17:03:00,1055.34,1055.34,1055.33,1055.33
2010-08-26,2010-08-26 17:09:00,1047.22,1047.22,1047.22,1047.22
2010-08-27,2010-08-27 17:02:00,1064.6,1064.6,1064.58,1064.59
2010-08-30,2010-08-30 17:06:00,1048.92,1048.92,1048.92,1048.92
2010-08-31,2010-08-31 17:07:00,1049.33,1049.33,1049.33,1049.33
2010-09-01,2010-09-01 17:04:00,1080.28,1080.29,1080.28,1080.29
2010-09-02,2010-09-02 17:04:00,1090.09,1090.1,1090.09,1090.1
2010-09-03,2010-09-03 17:06:00,1104.5,1104.51,1104.5,1104.51
2010-09-07,2010-09-07 17:07:00,1091.84,1091.84,1091.84,1091.84
2010-09-08,2010-09-08 17:05:00,1098.87,1098.87,1098.87,1098.87
2010-09-09,2010-09-09 17:07:00,1104.18,1104.18,1104.18,1104.18
2010-09-10,2010-09-10 17:09:00,1109.55,1109.55,1109.55,1109.55
2010-09-13,2010-09-13 17:08:00,1121.9,1121.9,1121.9,1121.9
2010-09-14,2010-09-14 17:04:00,1121.1,1121.1,1121.1,1121.1
2010-09-15,2010-09-15 17:04:00,1125.07,1125.07,1125.07,1125.07
2010-09-16,2010-09-16 17:05:00,1124.66,1124.66,1124.66,1124.66
2010-09-17,2010-09-17 17:06:00,1125.65,1125.66,1125.59,1125.59
2010-09-20,2010-09-20 17:05:00,1142.71,1142.71,1142.71,1142.71
2010-09-21,2010-09-21 17:13:00,1139.79,1139.79,1139.78,1139.78
2010-09-22,2010-09-22 17:18:00,1134.28,1134.28,1134.28,1134.28
2010-09-23,2010-09-23 17:04:00,1124.83,1124.83,1124.83,1124.83
2010-09-24,2010-09-24 17:05:00,1148.67,1148.67,1148.67,1148.67
2010-09-27,2010-09-27 17:06:00,1142.16,1142.16,1142.16,1142.16
2010-09-28,2010-09-28 17:05:00,1147.7,1147.7,1147.7,1147.7
2010-09-29,2010-09-29 17:07:00,1144.73,1144.73,1144.73,1144.73
2010-09-30,2010-09-30 17:04:00,1141.19,1141.2,1141.19,1141.2
2010-10-01,2010-10-01 17:05:00,1146.23,1146.24,1146.23,1146.24
2010-10-04,2010-10-04 17:04:00,1137.03,1137.03,1137.03,1137.03
2010-10-05,2010-10-05 17:09:00,1160.75,1160.75,1160.75,1160.75
2010-10-06,2010-10-06 17:06:00,1159.97,1159.97,1159.97,1159.97
2010-10-07,2010-10-07 17:04:00,1158.06,1158.06,1158.06,1158.06
2010-10-08,2010-10-08 17:05:00,1165.14,1165.15,1165.14,1165.15
2010-10-11,2010-10-11 17:43:00,1165.32,1165.32,1165.32,1165.32
2010-10-12,2010-10-12 17:03:00,1169.77,1169.77,1169.77,1169.77
2010-10-13,2010-10-13 17:05:00,1178.1,1178.1,1178.1,1178.1
2010-10-14,2010-10-14 17:04:00,1173.81,1173.81,1173.81,1173.81
2010-10-15,2010-10-15 17:05:00,1176.19,1176.19,1176.19,1176.19
2010-10-18,2010-10-18 17:04:00,1184.71,1184.71,1184.71,1184.71
2010-10-19,2010-10-19 17:08:00,1165.9,1165.9,1165.9,1165.9
2010-10-20,2010-10-20 17:03:00,1178.17,1178.17,1178.17,1178.17
2010-10-21,2010-10-21 17:02:00,1180.23,1180.26,1180.23,1180.26
2010-10-22,2010-10-22 17:04:00,1183.08,1183.08,1183.08,1183.08
2010-10-25,2010-10-25 17:04:00,1185.62,1185.62,1185.62,1185.62
2010-10-26,2010-10-26 17:05:00,1185.64,1185.64,1185.64,1185.64
2010-10-27,2010-10-27 17:04:00,1182.45,1182.45,1182.45,1182.45
2010-10-28,2010-10-28 17:21:00,1183.78,1183.78,1183.78,1183.78
2010-10-29,2010-10-29 17:04:00,1183.26,1183.26,1183.26,1183.26
2010-11-01,2010-11-01 16:04:00,1184.38,1184.38,1184.38,1184.38
2010-11-02,2010-11-02 16:03:00,1193.57,1193.57,1193.57,1193.57
2010-11-03,2010-11-03 16:04:00,1197.96,1197.96,1197.96,1197.96
2010-11-04,2010-11-04 16:13:00,1221.06,1221.06,1221.06,1221.06
2010-11-05,2010-11-05 16:05:00,1225.85,1225.85,1225.85,1225.85
2010-11-08,2010-11-08 17:05:00,1223.25,1223.25,1223.25,1223.25
2010-11-09,2010-11-09 17:07:00,1213.4,1213.4,1213.4,1213.4
2010-11-10,2010-11-10 17:07:00,1218.71,1218.71,1218.71,1218.71
2010-11-11,2010-11-11 17:04:00,1213.54,1213.54,1213.54,1213.54
2010-11-12,2010-11-12 17:03:00,1199.22,1199.22,1199.22,1199.22
2010-11-15,2010-11-15 17:02:00,1197.71,1197.75,1197.71,1197.75
2010-11-16,2010-11-16 17:04:00,1178.33,1178.34,1178.33,1178.34
2010-11-17,2010-11-17 17:05:00,1178.59,1178.59,1178.59,1178.59
2010-11-18,2010-11-18 17:09:00,1196.69,1196.69,1196.69,1196.69
2010-11-19,2010-11-19 17:05:00,1199.73,1199.73,1199.73,1199.73
2010-11-22,2010-11-22 17:03:00,1197.86,1197.86,1197.84,1197.84
2010-11-23,2010-11-23 17:05:00,1180.73,1180.73,1180.73,1180.73
2010-11-24,2010-11-24 17:04:00,1198.35,1198.35,1198.35,1198.35
2010-11-26,2010-11-26 14:05:00,1189.4,1189.4,1189.4,1189.4
2010-11-29,2010-11-29 17:03:00,1187.78,1187.78,1187.77,1187.77
2010-11-30,2010-11-30 17:06:00,1180.55,1180.55,1180.55,1180.55
2010-12-01,2010-12-01 17:05:00,1206.07,1206.07,1206.07,1206.07
2010-12-02,2010-12-02 17:05:00,1221.53,1221.53,1221.53,1221.53
2010-12-03,2010-12-03 17:05:00,1224.71,1224.71,1224.71,1224.71
2010-12-06,2010-12-06 17:04:00,1223.13,1223.13,1223.12,1223.12
2010-12-07,2010-12-07 17:04:00,1223.75,1223.75,1223.75,1223.75
2010-12-08,2010-12-08 17:04:00,1228.28,1228.28,1228.28,1228.28
2010-12-09,2010-12-09 17:04:00,1233.0,1233.0,1233.0,1233.0
2010-12-10,2010-12-10 17:06:00,1240.4,1240.4,1240.4,1240.4
2010-12-13,2010-12-13 17:04:00,1240.46,1240.46,1240.46,1240.46
2010-12-14,2010-12-14 17:06:00,1241.59,1241.59,1241.59,1241.59
2010-12-15,2010-12-15 17:06:00,1235.23,1235.23,1235.23,1235.23
2010-12-16,2010-12-16 17:03:00,1242.87,1242.87,1242.87,1242.87
2010-12-17,2010-12-17 17:11:00,1243.9,1243.91,1243.9,1243.91
2010-12-20,2010-12-20 17:03:00,1247.09,1247.09,1247.08,1247.08
2010-12-21,2010-12-21 17:05:00,1254.6,1254.6,1254.6,1254.6
2010-12-22,2010-12-22 17:04:00,1258.84,1258.84,1258.84,1258.84
2010-12-23,2010-12-23 17:03:00,1256.78,1256.78,1256.77,1256.77
2010-12-27,2010-12-27 17:05:00,1257.54,1257.54,1257.54,1257.54
2010-12-28,2010-12-28 17:06:00,1258.51,1258.51,1258.51,1258.51
2010-12-29,2010-12-29 17:05:00,1259.78,1259.78,1259.78,1259.78
2010-12-30,2010-12-30 17:06:00,1257.88,1257.88,1257.88,1257.88
2010-12-31,2010-12-31 17:05:00,1257.64,1257.64,1257.64,1257.64
2011-01-03,2011-01-03 15:21:00,1274.37,1274.37,1274.37,1274.37
2011-01-05,2011-01-05 17:03:00,1276.56,1276.56,1276.55,1276.56
2011-01-06,2011-01-06 17:03:00,1273.81,1273.85,1273.81,1273.85
2011-01-07,2011-01-07 17:04:00,1271.5,1271.5,1271.5,1271.5
2011-01-10,2011-01-10 17:02:00,1269.76,1269.76,1269.75,1269.75
2011-01-11,2011-01-11 17:07:00,1274.48,1274.48,1274.48,1274.48
2011-01-12,2011-01-12 17:07:00,1285.96,1285.96,1285.96,1285.96
2011-01-13,2011-01-13 17:03:00,1283.75,1283.76,1283.75,1283.76
2011-01-14,2011-01-14 17:04:00,1293.24,1293.24,1293.24,1293.24
2011-01-18,2011-01-18 17:04:00,1295.02,1295.02,1295.02,1295.02
2011-01-19,2011-01-19 17:07:00,1281.92,1281.92,1281.92,1281.92
2011-01-20,2011-01-20 17:04:00,1280.26,1280.26,1280.26,1280.26
2011-01-21,2011-01-21 17:06:00,1283.34,1283.35,1283.34,1283.35
2011-01-24,2011-01-24 17:04:00,1290.84,1290.84,1290.84,1290.84
2011-01-25,2011-01-25 17:04:00,1291.18,1291.18,1291.18,1291.18
2011-01-26,2011-01-26 17:07:00,1296.63,1296.63,1296.63,1296.63
2011-01-27,2011-01-27 17:03:00,1299.55,1299.55,1299.54,1299.54
2011-01-28,2011-01-28 17:11:00,1276.34,1276.34,1276.34,1276.34
2011-01-31,2011-01-31 17:04:00,1286.12,1286.12,1286.12,1286.12
2011-02-01,2011-02-01 17:06:00,1307.59,1307.59,1307.59,1307.59
2011-02-02,2011-02-02 17:04:00,1304.03,1304.03,1304.03,1304.03
2011-02-03,2011-02-03 17:05:00,1307.1,1307.1,1307.1,1307.1
2011-02-04,2011-02-04 17:05:00,1310.87,1310.87,1310.87,1310.87
2011-02-07,2011-02-07 17:05:00,1319.04,1319.05,1319.04,1319.05
2011-02-08,2011-02-08 17:04:00,1324.57,1324.57,1324.57,1324.57
2011-02-09,2011-02-09 17:04:00,1320.88,1320.88,1320.88,1320.88
2011-02-10,2011-02-10 17:03:00,1321.87,1321.87,1321.87,1321.87
2011-02-11,2011-02-11 17:04:00,1329.15,1329.15,1329.15,1329.15
2011-02-14,2011-02-14 17:02:00,1332.32,1332.32,1332.32,1332.32
2011-02-15,2011-02-15 17:06:00,1328.01,1328.01,1328.01,1328.01
2011-02-16,2011-02-16 17:03:00,1336.28,1336.31,1336.28,1336.31
2011-02-17,2011-02-17 17:06:00,1340.43,1340.43,1340.43,1340.43
2011-02-18,2011-02-18 17:03:00,1343.0,1343.01,1343.0,1343.01
2011-02-22,2011-02-22 17:05:00,1315.44,1315.44,1315.44,1315.44
2011-02-23,2011-02-23 17:04:00,1307.4,1307.4,1307.4,1307.4
2011-02-24,2011-02-24 17:03:00,1306.09,1306.1,1306.09,1306.1
2011-02-25,2011-02-25 17:06:00,1319.88,1319.88,1319.88,1319.88
2011-02-28,2011-02-28 17:07:00,1327.22,1327.22,1327.22,1327.22
2011-03-01,2011-03-01 17:05:00,1306.33,1306.33,1306.33,1306.33
2011-03-02,2011-03-02 17:03:00,1308.44,1308.44,1308.44,1308.44
2011-03-03,2011-03-03 17:04:00,1330.97,1330.97,1330.97,1330.97
2011-03-04,2011-03-04 17:05:00,1321.16,1321.16,1321.15,1321.15
2011-03-07,2011-03-07 17:05:00,1310.13,1310.13,1310.13,1310.13
2011-03-08,2011-03-08 17:05:00,1321.81,1321.82,1321.81,1321.82
2011-03-09,2011-03-09 17:07:00,1320.02,1320.02,1320.02,1320.02
2011-03-10,2011-03-10 17:05:00,1295.1,1295.11,1295.1,1295.11
2011-03-11,2011-03-11 17:04:00,1304.28,1304.28,1304.28,1304.28
2011-03-14,2011-03-14 16:05:00,1296.39,1296.39,1296.39,1296.39
2011-03-15,2011-03-15 16:03:00,1281.87,1281.87,1281.87,1281.87
2011-03-16,2011-03-16 16:05:00,1256.89,1256.89,1256.88,1256.88
2011-03-17,2011-03-17 16:04:00,1273.71,1273.72,1273.71,1273.72
2011-03-18,2011-03-18 16:08:00,1279.21,1279.21,1279.21,1279.21
2011-03-21,2011-03-21 16:03:00,1298.38,1298.38,1298.38,1298.38
2011-03-22,2011-03-22 16:04:00,1293.77,1293.77,1293.77,1293.77
2011-03-23,2011-03-23 16:03:00,1297.54,1297.54,1297.54,1297.54
2011-03-24,2011-03-24 16:03:00,1309.66,1309.66,1309.66,1309.66
2011-03-25,2011-03-25 16:02:00,1313.8,1313.8,1313.8,1313.8
2011-03-28,2011-03-28 17:04:00,1310.19,1310.19,1310.19,1310.19
2011-03-29,2011-03-29 17:05:00,1319.44,1319.44,1319.44,1319.44
2011-03-30,2011-03-30 17:04:00,1328.25,1328.26,1328.25,1328.26
2011-03-31,2011-03-31 17:04:00,1325.83,1325.83,1325.82,1325.82
2011-04-01,2011-04-01 17:04:00,1332.4,1332.41,1332.4,1332.41
2011-04-04,2011-04-04 17:03:00,1332.87,1332.87,1332.87,1332.87
2011-04-05,2011-04-05 17:03:00,1332.63,1332.64,1332.63,1332.63
2011-04-06,2011-04-06 17:03:00,1335.54,1335.54,1335.54,1335.54
2011-04-07,2011-04-07 17:03:00,1333.51,1333.51,1333.51,1333.51
2011-04-08,2011-04-08 17:04:00,1328.17,1328.17,1328.17,1328.17
2011-04-11,2011-04-11 17:05:00,1324.46,1324.46,1324.46,1324.46
2011-04-12,2011-04-12 17:03:00,1314.15,1314.15,1314.15,1314.15
2011-04-13,2011-04-13 17:05:00,1314.41,1314.41,1314.41,1314.41
2011-04-14,2011-04-14 17:03:00,1314.54,1314.54,1314.52,1314.52
2011-04-15,2011-04-15 17:04:00,1319.68,1319.68,1319.68,1319.68
2011-04-18,2011-04-18 17:05:00,1305.14,1305.14,1305.14,1305.14
2011-04-19,2011-04-19 17:04:00,1312.62,1312.62,1312.62,1312.62
2011-04-20,2011-04-20 17:04:00,1330.37,1330.37,1330.36,1330.36
2011-04-21,2011-04-21 17:03:00,1337.37,1337.39,1337.37,1337.39
2011-04-25,2011-04-25 17:04:00,1335.25,1335.25,1335.25,1335.25
2011-04-26,2011-04-26 17:04:00,1347.23,1347.24,1347.23,1347.24
2011-04-27,2011-04-27 17:04:00,1355.65,1355.66,1355.65,1355.66
2011-04-28,2011-04-28 17:03:00,1360.47,1360.48,1360.47,1360.48
2011-04-29,2011-04-29 17:05:00,1363.61,1363.61,1363.61,1363.61
2011-05-02,2011-05-02 17:04:00,1361.22,1361.22,1361.22,1361.22
2011-05-03,2011-05-03 17:04:00,1356.62,1356.62,1356.62,1356.62
2011-05-04,2011-05-04 17:04:00,1347.32,1347.32,1347.32,1347.32
2011-05-05,2011-05-05 17:00:00,1334.69,1334.9,1334.69,1334.9
2011-05-06,2011-05-06 17:04:00,1340.2,1340.2,1340.2,1340.2
2011-05-09,2011-05-09 17:05:00,1346.3,1346.3,1346.3,1346.3
2011-05-10,2011-05-10 17:04:00,1357.17,1357.17,1357.16,1357.16
2011-05-11,2011-05-11 17:04:00,1342.08,1342.08,1342.08,1342.08
2011-05-12,2011-05-12 17:02:00,1348.65,1348.65,1348.65,1348.65
2011-05-13,2011-05-13 17:04:00,1337.78,1337.78,1337.77,1337.77
2011-05-16,2011-05-16 17:01:00,1329.48,1329.49,1329.47,1329.47
2011-05-17,2011-05-17 17:03:00,1328.98,1328.98,1328.98,1328.98
2011-05-18,2011-05-18 17:05:00,1340.68,1340.68,1340.68,1340.68
2011-05-19,2011-05-19 17:03:00,1343.59,1343.6,1343.59,1343.6
2011-05-20,2011-05-20 17:04:00,1333.27,1333.27,1333.27,1333.27
2011-05-23,2011-05-23 17:08:00,1317.37,1317.37,1317.37,1317.37
