iter	RMSE
132	0.0657558287
133	0.06567191681
134	0.06552686867
135	0.06534286465
136	0.06513181381
137	0.06501640966
138	0.06498570135
139	0.06495459775
140	0.06485350657
141	0.06465547422
142	0.06453712429
143	0.06444951228
144	0.06442472024
145	0.0642445813
146	0.06412064902
147	0.06405094647
148	0.06394367569
149	0.06387534729
150	0.06378743551
151	0.0636485573
152	0.06362176007
153	0.06357918382
154	0.06352506964
155	0.06343720866
156	0.06337089092
157	0.06333301249
158	0.06320665242
159	0.06311403041
160	0.06304056929
161	0.06300595869
162	0.06294348823
163	0.06289965669
164	0.06280476627
165	0.06268945366
166	0.06262989894
167	0.06261761133
168	0.06254462113
169	0.06245102341
170	0.0624353162
171	0.06236927966
172	0.06229775179
173	0.0622146041
174	0.06214057583
175	0.06209109111
176	0.06202453669
177	0.0619578984
178	0.06191555572
179	0.06185389652
180	0.0618092304
181	0.0617476011
182	0.06168584482
183	0.06159995241
184	0.06155840835
185	0.06154148441
186	0.06150366373
187	0.0614606564
188	0.06143199929
189	0.06137258138
190	0.06131472392
191	0.06129378537
192	0.06126070497
193	0.06122492701
194	0.0612084432
195	0.06118887753
196	0.06117782778
197	0.06116515488
198	0.06115158443
199	0.06110899562
200	0.06106236353
201	0.06101319442
202	0.06099313532
203	0.06095038698
204	0.06091036961
205	0.06087330106
206	0.06086567116
207	0.06083298325
208	0.06080583842
209	0.06078468746
210	0.06075395165
211	0.06071768424
212	0.06069111602
213	0.06066634662
214	0.06064371297
215	0.06061715769
216	0.06059933811
217	0.06057261314
218	0.06055535222
219	0.06052265919
220	0.06050526147
221	0.06047964065
222	0.06046437474
223	0.06045607802
224	0.06044009751
225	0.06042239884
226	0.06040795603
227	0.06039465888
228	0.06038971739
229	0.06037299164
230	0.06034218904
231	0.06033332327
232	0.06032392974
233	0.06031160151
234	0.06030303479
235	0.06029937544
236	0.0602953351
237	0.0602805366
238	0.06025874233
239	0.06024038355
240	0.06021822142
241	0.06020630974
242	0.06018809742
243	0.06017306838
244	0.06016250021
245	0.06015304395
246	0.06014400729
247	0.06013350405
248	0.060129616
249	0.06012184966
250	0.06011232991
251	0.06010918441
252	0.06010180998
253	0.06008796867
254	0.06008583677
255	0.06007797423
256	0.06007316422
257	0.06005906451
258	0.06004301176
259	0.06003650804
260	0.0600224892
261	0.06001478298
262	0.06000794209
263	0.06000346628
264	0.06000017426
265	0.05999218082
266	0.05998353556
267	0.05997714044
268	0.05997163096
269	0.05996213983
270	0.05995985154
271	0.0599530421
272	0.05995094337
273	0.0599427356
274	0.05993786223
275	0.05993589295
276	0.05993004076
277	0.05992289845
278	0.05991875087
279	0.0599116425
280	0.05990931847
281	0.0599031078
282	0.05990067717
283	0.05989498648
284	0.05988613781
285	0.05988478863
286	0.05987855053
287	0.05987493309
288	0.05986726578
289	0.05986390935
290	0.05986196966
291	0.05985905465
292	0.05984954218
293	0.05984381775
294	0.05983778849
295	0.05983058996
296	0.05982913021
297	0.05982427433
298	0.05982055692
299	0.05980879168
300	0.05980505205
301	0.05980109312
302	0.05979601113
303	0.05978954091
304	0.05978500258
305	0.05978240867
306	0.05978129806
307	0.05978020183
308	0.05977703384
309	0.05977230695
310	0.05976754594
311	0.05976642362
312	0.05976335294
313	0.0597558527
314	0.05975482616
315	0.0597499912
316	0.05974768594
317	0.05974482459
318	0.05974367848
319	0.05974144254
320	0.05973994076
321	0.05973601382
322	0.05973522644
323	0.05973328962
324	0.05973230964
325	0.05973137512
326	0.05972807083
327	0.05972712251
328	0.05972387341
329	0.05972042953
330	0.05971593829
331	0.059712213
332	0.05970980573
333	0.05970859417
334	0.05970645795
335	0.0597043234
336	0.05970128172
337	0.05970075799
338	0.05969979685
339	0.05969635678
340	0.05969504625
341	0.05969277801
342	0.05968916851
343	0.05968769846
344	0.05968539381
345	0.0596833335
346	0.05968166418
347	0.05968165234
348	0.05968022551
349	0.05967807338
350	0.05967638606
351	0.05967577285
352	0.05967411699
353	0.05967251031
354	0.0596715896
355	0.05967091688
356	0.0596706456
357	0.05966804839
358	0.05966636665
359	0.05966441165
360	0.05966313261
361	0.05966083178
362	0.05965970159
363	0.05965881431
364	0.05965771473
365	0.05965555872
366	0.05965439022
367	0.05965227029
368	0.05965052492
369	0.05964891853
370	0.05964843908
371	0.05964668201
372	0.05964614081
373	0.05964434742
374	0.05964343005
375	0.05964199677
376	0.05964165649
377	0.05964091528
378	0.05963942129
379	0.0596384264
380	0.05963713562
381	0.05963687812
382	0.05963624935
383	0.05963464169
384	0.05963378494
385	0.0596330266
386	0.05963261607
387	0.05963172774
388	0.05963079754
389	0.05963047999
390	0.05962995481
391	0.05962959658
392	0.05962906513
393	0.05962771689
394	0.05962727486
395	0.05962639851
396	0.05962576147
397	0.05962486619
398	0.05962453812
399	0.05962420169
400	0.05962314033
401	0.05962210527
402	0.05962147197
403	0.05962086565
404	0.0596203143
405	0.05961951557
406	0.05961897853
407	0.05961818867
408	0.05961786485
409	0.05961726565
410	0.05961698644
411	0.05961654663
412	0.05961588912
413	0.0596151643
414	0.05961432363
415	0.05961424044
416	0.05961383686
417	0.05961383649
418	0.05961339894
419	0.05961305176
420	0.05961281269
421	0.05961199292
422	0.0596116212
423	0.05961127182
424	0.05961078442
425	0.05961018064
426	0.05960930615
427	0.05960902877
428	0.05960876695
429	0.05960823701
430	0.05960804163
431	0.05960774052
432	0.05960721822
433	0.05960684729
434	0.05960664426
435	0.05960634867
436	0.05960604418
437	0.05960578571
438	0.05960555514
439	0.059605135
440	0.05960494353
441	0.05960451085
442	0.05960378262
443	0.05960357771
444	0.05960318811
445	0.05960304736
446	0.05960291363
447	0.05960259423
448	0.05960214668
449	0.05960179639
450	0.05960152075
451	0.05960121838
452	0.05960090755
453	0.05960058643
454	0.05960038097
455	0.05960013289
456	0.05959976632
457	0.05959969899
458	0.05959935228
459	0.05959908953
460	0.05959872665
461	0.05959859362
462	0.05959844693
463	0.05959816149
464	0.05959802619
465	0.05959795267
466	0.05959775287
467	0.05959766558
468	0.0595974529
469	0.05959721077
470	0.05959683314
471	0.05959666477
472	0.0595964566
473	0.05959628958
474	0.05959592428
475	0.05959578951
476	0.05959547824
477	0.05959541779
478	0.05959525949
479	0.05959492961
480	0.05959474503
481	0.05959446444
482	0.0595943988
483	0.05959433729
484	0.05959416437
485	0.05959411657
486	0.05959410204
487	0.05959404051
488	0.05959374806
489	0.05959372533
490	0.05959316934
491	0.05959300983
492	0.05959278394
493	0.05959234436
494	0.05959222592
495	0.05959201542
496	0.05959186439
497	0.05959172607
498	0.0595916067
499	0.05959152704
